week_end,condition,percent_visits,age_group,age_min,age_max,is_overall
28-09-2024,Acute upper respiratory infection,4.9,Kids 5-17,5,17,FALSE
28-09-2024,Acute upper respiratory infection,1.7,Adults 18-49,18,49,FALSE
28-09-2024,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
28-09-2024,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
28-09-2024,Acute upper respiratory infection,2.3,Overall,,,TRUE
05-10-2024,Acute upper respiratory infection,12.9,Infants 0-1,0,1,FALSE
05-10-2024,Acute upper respiratory infection,10.3,Kids 2-4,2,4,FALSE
05-10-2024,Acute upper respiratory infection,4.8,Kids 5-17,5,17,FALSE
05-10-2024,Acute upper respiratory infection,1.7,Adults 18-49,18,49,FALSE
05-10-2024,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
05-10-2024,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
05-10-2024,Acute upper respiratory infection,2.3,Overall,,,TRUE
12-10-2024,Acute upper respiratory infection,13.6,Infants 0-1,0,1,FALSE
12-10-2024,Acute upper respiratory infection,10.8,Kids 2-4,2,4,FALSE
12-10-2024,Acute upper respiratory infection,5.1,Kids 5-17,5,17,FALSE
12-10-2024,Acute upper respiratory infection,1.8,Adults 18-49,18,49,FALSE
12-10-2024,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
12-10-2024,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
12-10-2024,Acute upper respiratory infection,2.4,Overall,,,TRUE
19-10-2024,Acute upper respiratory infection,14,Infants 0-1,0,1,FALSE
19-10-2024,Acute upper respiratory infection,11.2,Kids 2-4,2,4,FALSE
19-10-2024,Acute upper respiratory infection,5.5,Kids 5-17,5,17,FALSE
19-10-2024,Acute upper respiratory infection,1.9,Adults 18-49,18,49,FALSE
19-10-2024,Acute upper respiratory infection,1.1,Adults 50-64,50,64,FALSE
19-10-2024,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
19-10-2024,Acute upper respiratory infection,2.5,Overall,,,TRUE
26-10-2024,Acute upper respiratory infection,14.2,Infants 0-1,0,1,FALSE
26-10-2024,Acute upper respiratory infection,11.5,Kids 2-4,2,4,FALSE
26-10-2024,Acute upper respiratory infection,5.7,Kids 5-17,5,17,FALSE
26-10-2024,Acute upper respiratory infection,2,Adults 18-49,18,49,FALSE
26-10-2024,Acute upper respiratory infection,1.1,Adults 50-64,50,64,FALSE
26-10-2024,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
26-10-2024,Acute upper respiratory infection,2.6,Overall,,,TRUE
02-11-2024,Acute upper respiratory infection,14.2,Infants 0-1,0,1,FALSE
02-11-2024,Acute upper respiratory infection,11.9,Kids 2-4,2,4,FALSE
02-11-2024,Acute upper respiratory infection,5.9,Kids 5-17,5,17,FALSE
02-11-2024,Acute upper respiratory infection,2,Adults 18-49,18,49,FALSE
02-11-2024,Acute upper respiratory infection,1.1,Adults 50-64,50,64,FALSE
02-11-2024,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
02-11-2024,Acute upper respiratory infection,2.7,Overall,,,TRUE
09-11-2024,Acute upper respiratory infection,14.9,Infants 0-1,0,1,FALSE
09-11-2024,Acute upper respiratory infection,12.3,Kids 2-4,2,4,FALSE
09-11-2024,Acute upper respiratory infection,6.3,Kids 5-17,5,17,FALSE
09-11-2024,Acute upper respiratory infection,2.1,Adults 18-49,18,49,FALSE
09-11-2024,Acute upper respiratory infection,1.1,Adults 50-64,50,64,FALSE
09-11-2024,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
09-11-2024,Acute upper respiratory infection,2.9,Overall,,,TRUE
16-11-2024,Acute upper respiratory infection,15,Infants 0-1,0,1,FALSE
16-11-2024,Acute upper respiratory infection,12.6,Kids 2-4,2,4,FALSE
16-11-2024,Acute upper respiratory infection,6.7,Kids 5-17,5,17,FALSE
16-11-2024,Acute upper respiratory infection,2.3,Adults 18-49,18,49,FALSE
16-11-2024,Acute upper respiratory infection,1.2,Adults 50-64,50,64,FALSE
16-11-2024,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
16-11-2024,Acute upper respiratory infection,3.1,Overall,,,TRUE
23-11-2024,Acute upper respiratory infection,15.1,Infants 0-1,0,1,FALSE
23-11-2024,Acute upper respiratory infection,13.2,Kids 2-4,2,4,FALSE
23-11-2024,Acute upper respiratory infection,6.8,Kids 5-17,5,17,FALSE
23-11-2024,Acute upper respiratory infection,2.4,Adults 18-49,18,49,FALSE
23-11-2024,Acute upper respiratory infection,1.4,Adults 50-64,50,64,FALSE
23-11-2024,Acute upper respiratory infection,0.8,Seniors 65+,65,,FALSE
23-11-2024,Acute upper respiratory infection,3.2,Overall,,,TRUE
30-11-2024,Acute upper respiratory infection,15.8,Infants 0-1,0,1,FALSE
30-11-2024,Acute upper respiratory infection,13.2,Kids 2-4,2,4,FALSE
30-11-2024,Acute upper respiratory infection,7.3,Kids 5-17,5,17,FALSE
30-11-2024,Acute upper respiratory infection,2.4,Adults 18-49,18,49,FALSE
30-11-2024,Acute upper respiratory infection,1.5,Adults 50-64,50,64,FALSE
30-11-2024,Acute upper respiratory infection,0.9,Seniors 65+,65,,FALSE
30-11-2024,Acute upper respiratory infection,3.4,Overall,,,TRUE
07-12-2024,Acute upper respiratory infection,16.3,Infants 0-1,0,1,FALSE
07-12-2024,Acute upper respiratory infection,13.2,Kids 2-4,2,4,FALSE
07-12-2024,Acute upper respiratory infection,6.8,Kids 5-17,5,17,FALSE
07-12-2024,Acute upper respiratory infection,2.9,Adults 18-49,18,49,FALSE
07-12-2024,Acute upper respiratory infection,1.7,Adults 50-64,50,64,FALSE
07-12-2024,Acute upper respiratory infection,1,Seniors 65+,65,,FALSE
07-12-2024,Acute upper respiratory infection,3.5,Overall,,,TRUE
14-12-2024,Acute upper respiratory infection,14.8,Infants 0-1,0,1,FALSE
14-12-2024,Acute upper respiratory infection,12.4,Kids 2-4,2,4,FALSE
14-12-2024,Acute upper respiratory infection,6.7,Kids 5-17,5,17,FALSE
14-12-2024,Acute upper respiratory infection,2.6,Adults 18-49,18,49,FALSE
14-12-2024,Acute upper respiratory infection,1.7,Adults 50-64,50,64,FALSE
14-12-2024,Acute upper respiratory infection,1,Seniors 65+,65,,FALSE
14-12-2024,Acute upper respiratory infection,3.4,Overall,,,TRUE
21-12-2024,Acute upper respiratory infection,14.2,Infants 0-1,0,1,FALSE
21-12-2024,Acute upper respiratory infection,12.9,Kids 2-4,2,4,FALSE
21-12-2024,Acute upper respiratory infection,7.3,Kids 5-17,5,17,FALSE
21-12-2024,Acute upper respiratory infection,2.8,Adults 18-49,18,49,FALSE
21-12-2024,Acute upper respiratory infection,1.8,Adults 50-64,50,64,FALSE
21-12-2024,Acute upper respiratory infection,1.1,Seniors 65+,65,,FALSE
21-12-2024,Acute upper respiratory infection,3.6,Overall,,,TRUE
28-12-2024,Acute upper respiratory infection,14.8,Infants 0-1,0,1,FALSE
28-12-2024,Acute upper respiratory infection,13,Kids 2-4,2,4,FALSE
28-12-2024,Acute upper respiratory infection,7.8,Kids 5-17,5,17,FALSE
28-12-2024,Acute upper respiratory infection,3.2,Adults 18-49,18,49,FALSE
28-12-2024,Acute upper respiratory infection,2.2,Adults 50-64,50,64,FALSE
28-12-2024,Acute upper respiratory infection,1.5,Seniors 65+,65,,FALSE
28-12-2024,Acute upper respiratory infection,4,Overall,,,TRUE
04-01-2025,Acute upper respiratory infection,14.8,Infants 0-1,0,1,FALSE
04-01-2025,Acute upper respiratory infection,12.2,Kids 2-4,2,4,FALSE
04-01-2025,Acute upper respiratory infection,6.2,Kids 5-17,5,17,FALSE
04-01-2025,Acute upper respiratory infection,3.3,Adults 18-49,18,49,FALSE
04-01-2025,Acute upper respiratory infection,2.4,Adults 50-64,50,64,FALSE
04-01-2025,Acute upper respiratory infection,1.7,Seniors 65+,65,,FALSE
04-01-2025,Acute upper respiratory infection,3.9,Overall,,,TRUE
11-01-2025,Acute upper respiratory infection,13.6,Infants 0-1,0,1,FALSE
11-01-2025,Acute upper respiratory infection,11,Kids 2-4,2,4,FALSE
11-01-2025,Acute upper respiratory infection,5.3,Kids 5-17,5,17,FALSE
11-01-2025,Acute upper respiratory infection,3,Adults 18-49,18,49,FALSE
11-01-2025,Acute upper respiratory infection,2.1,Adults 50-64,50,64,FALSE
11-01-2025,Acute upper respiratory infection,1.3,Seniors 65+,65,,FALSE
11-01-2025,Acute upper respiratory infection,3.3,Overall,,,TRUE
18-01-2025,Acute upper respiratory infection,12.3,Infants 0-1,0,1,FALSE
18-01-2025,Acute upper respiratory infection,10.4,Kids 2-4,2,4,FALSE
18-01-2025,Acute upper respiratory infection,5.6,Kids 5-17,5,17,FALSE
18-01-2025,Acute upper respiratory infection,2.6,Adults 18-49,18,49,FALSE
18-01-2025,Acute upper respiratory infection,1.8,Adults 50-64,50,64,FALSE
18-01-2025,Acute upper respiratory infection,1.1,Seniors 65+,65,,FALSE
18-01-2025,Acute upper respiratory infection,3,Overall,,,TRUE
25-01-2025,Acute upper respiratory infection,12.3,Infants 0-1,0,1,FALSE
25-01-2025,Acute upper respiratory infection,10.7,Kids 2-4,2,4,FALSE
25-01-2025,Acute upper respiratory infection,6.4,Kids 5-17,5,17,FALSE
25-01-2025,Acute upper respiratory infection,2.7,Adults 18-49,18,49,FALSE
25-01-2025,Acute upper respiratory infection,1.8,Adults 50-64,50,64,FALSE
25-01-2025,Acute upper respiratory infection,1,Seniors 65+,65,,FALSE
25-01-2025,Acute upper respiratory infection,3.2,Overall,,,TRUE
01-02-2025,Acute upper respiratory infection,11.9,Infants 0-1,0,1,FALSE
01-02-2025,Acute upper respiratory infection,10.2,Kids 2-4,2,4,FALSE
01-02-2025,Acute upper respiratory infection,6.3,Kids 5-17,5,17,FALSE
01-02-2025,Acute upper respiratory infection,2.7,Adults 18-49,18,49,FALSE
01-02-2025,Acute upper respiratory infection,1.8,Adults 50-64,50,64,FALSE
01-02-2025,Acute upper respiratory infection,1.1,Seniors 65+,65,,FALSE
26-07-2025,Tonsillitis,0.1,Infants 0-1,0,1,FALSE
01-02-2025,Acute upper respiratory infection,3.2,Overall,,,TRUE
08-02-2025,Acute upper respiratory infection,11.7,Infants 0-1,0,1,FALSE
08-02-2025,Acute upper respiratory infection,10.1,Kids 2-4,2,4,FALSE
08-02-2025,Acute upper respiratory infection,6.4,Kids 5-17,5,17,FALSE
08-02-2025,Acute upper respiratory infection,2.6,Adults 18-49,18,49,FALSE
08-02-2025,Acute upper respiratory infection,1.8,Adults 50-64,50,64,FALSE
08-02-2025,Acute upper respiratory infection,1.1,Seniors 65+,65,,FALSE
08-02-2025,Acute upper respiratory infection,3.2,Overall,,,TRUE
15-02-2025,Acute upper respiratory infection,12.2,Infants 0-1,0,1,FALSE
15-02-2025,Acute upper respiratory infection,10.2,Kids 2-4,2,4,FALSE
15-02-2025,Acute upper respiratory infection,6.2,Kids 5-17,5,17,FALSE
15-02-2025,Acute upper respiratory infection,2.4,Adults 18-49,18,49,FALSE
15-02-2025,Acute upper respiratory infection,1.7,Adults 50-64,50,64,FALSE
15-02-2025,Acute upper respiratory infection,1,Seniors 65+,65,,FALSE
15-02-2025,Acute upper respiratory infection,3,Overall,,,TRUE
22-02-2025,Acute upper respiratory infection,13.1,Infants 0-1,0,1,FALSE
22-02-2025,Acute upper respiratory infection,10.2,Kids 2-4,2,4,FALSE
22-02-2025,Acute upper respiratory infection,6,Kids 5-17,5,17,FALSE
22-02-2025,Acute upper respiratory infection,2.4,Adults 18-49,18,49,FALSE
22-02-2025,Acute upper respiratory infection,1.6,Adults 50-64,50,64,FALSE
22-02-2025,Acute upper respiratory infection,1,Seniors 65+,65,,FALSE
22-02-2025,Acute upper respiratory infection,2.9,Overall,,,TRUE
01-03-2025,Acute upper respiratory infection,12.3,Infants 0-1,0,1,FALSE
01-03-2025,Acute upper respiratory infection,9.5,Kids 2-4,2,4,FALSE
01-03-2025,Acute upper respiratory infection,5,Kids 5-17,5,17,FALSE
01-03-2025,Acute upper respiratory infection,2.1,Adults 18-49,18,49,FALSE
01-03-2025,Acute upper respiratory infection,1.4,Adults 50-64,50,64,FALSE
01-03-2025,Acute upper respiratory infection,0.9,Seniors 65+,65,,FALSE
01-03-2025,Acute upper respiratory infection,2.6,Overall,,,TRUE
08-03-2025,Acute upper respiratory infection,12.8,Infants 0-1,0,1,FALSE
08-03-2025,Acute upper respiratory infection,10.1,Kids 2-4,2,4,FALSE
08-03-2025,Acute upper respiratory infection,5.2,Kids 5-17,5,17,FALSE
08-03-2025,Acute upper respiratory infection,2.1,Adults 18-49,18,49,FALSE
08-03-2025,Acute upper respiratory infection,1.4,Adults 50-64,50,64,FALSE
08-03-2025,Acute upper respiratory infection,0.9,Seniors 65+,65,,FALSE
08-03-2025,Acute upper respiratory infection,2.6,Overall,,,TRUE
15-03-2025,Acute upper respiratory infection,13.2,Infants 0-1,0,1,FALSE
15-03-2025,Acute upper respiratory infection,10.2,Kids 2-4,2,4,FALSE
15-03-2025,Acute upper respiratory infection,5.1,Kids 5-17,5,17,FALSE
15-03-2025,Acute upper respiratory infection,1.9,Adults 18-49,18,49,FALSE
15-03-2025,Acute upper respiratory infection,1.3,Adults 50-64,50,64,FALSE
15-03-2025,Acute upper respiratory infection,0.9,Seniors 65+,65,,FALSE
15-03-2025,Acute upper respiratory infection,2.5,Overall,,,TRUE
22-03-2025,Acute upper respiratory infection,13.5,Infants 0-1,0,1,FALSE
26-07-2025,Tonsillitis,0.2,Kids 2-4,2,4,FALSE
22-03-2025,Acute upper respiratory infection,10,Kids 2-4,2,4,FALSE
22-03-2025,Acute upper respiratory infection,4.7,Kids 5-17,5,17,FALSE
22-03-2025,Acute upper respiratory infection,1.8,Adults 18-49,18,49,FALSE
22-03-2025,Acute upper respiratory infection,1.2,Adults 50-64,50,64,FALSE
22-03-2025,Acute upper respiratory infection,0.8,Seniors 65+,65,,FALSE
22-03-2025,Acute upper respiratory infection,2.4,Overall,,,TRUE
29-03-2025,Acute upper respiratory infection,13.4,Infants 0-1,0,1,FALSE
29-03-2025,Acute upper respiratory infection,9.8,Kids 2-4,2,4,FALSE
29-03-2025,Acute upper respiratory infection,4.3,Kids 5-17,5,17,FALSE
29-03-2025,Acute upper respiratory infection,1.7,Adults 18-49,18,49,FALSE
29-03-2025,Acute upper respiratory infection,1.1,Adults 50-64,50,64,FALSE
29-03-2025,Acute upper respiratory infection,0.8,Seniors 65+,65,,FALSE
29-03-2025,Acute upper respiratory infection,2.3,Overall,,,TRUE
05-04-2025,Acute upper respiratory infection,13.4,Infants 0-1,0,1,FALSE
05-04-2025,Acute upper respiratory infection,9.4,Kids 2-4,2,4,FALSE
05-04-2025,Acute upper respiratory infection,4.1,Kids 5-17,5,17,FALSE
05-04-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
05-04-2025,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
05-04-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
05-04-2025,Acute upper respiratory infection,2.1,Overall,,,TRUE
12-04-2025,Acute upper respiratory infection,13.6,Infants 0-1,0,1,FALSE
12-04-2025,Acute upper respiratory infection,9.7,Kids 2-4,2,4,FALSE
12-04-2025,Acute upper respiratory infection,4.4,Kids 5-17,5,17,FALSE
12-04-2025,Acute upper respiratory infection,1.6,Adults 18-49,18,49,FALSE
12-04-2025,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
12-04-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
12-04-2025,Acute upper respiratory infection,2.2,Overall,,,TRUE
19-04-2025,Acute upper respiratory infection,13.4,Infants 0-1,0,1,FALSE
19-04-2025,Acute upper respiratory infection,9.6,Kids 2-4,2,4,FALSE
19-04-2025,Acute upper respiratory infection,4.3,Kids 5-17,5,17,FALSE
19-04-2025,Acute upper respiratory infection,1.6,Adults 18-49,18,49,FALSE
19-04-2025,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
19-04-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
19-04-2025,Acute upper respiratory infection,2.2,Overall,,,TRUE
26-04-2025,Acute upper respiratory infection,13.9,Infants 0-1,0,1,FALSE
26-04-2025,Acute upper respiratory infection,9.6,Kids 2-4,2,4,FALSE
26-04-2025,Acute upper respiratory infection,4.1,Kids 5-17,5,17,FALSE
26-04-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
26-04-2025,Acute upper respiratory infection,1,Adults 50-64,50,64,FALSE
26-04-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
26-04-2025,Acute upper respiratory infection,2.2,Overall,,,TRUE
03-05-2025,Acute upper respiratory infection,13.5,Infants 0-1,0,1,FALSE
03-05-2025,Acute upper respiratory infection,9.5,Kids 2-4,2,4,FALSE
03-05-2025,Acute upper respiratory infection,3.8,Kids 5-17,5,17,FALSE
26-07-2025,Tonsillitis,0.3,Kids 5-17,5,17,FALSE
03-05-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
03-05-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
03-05-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
03-05-2025,Acute upper respiratory infection,2.1,Overall,,,TRUE
10-05-2025,Acute upper respiratory infection,13.3,Infants 0-1,0,1,FALSE
10-05-2025,Acute upper respiratory infection,9.4,Kids 2-4,2,4,FALSE
10-05-2025,Acute upper respiratory infection,4,Kids 5-17,5,17,FALSE
10-05-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
10-05-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
10-05-2025,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
10-05-2025,Acute upper respiratory infection,2,Overall,,,TRUE
17-05-2025,Acute upper respiratory infection,13.3,Infants 0-1,0,1,FALSE
17-05-2025,Acute upper respiratory infection,9.3,Kids 2-4,2,4,FALSE
17-05-2025,Acute upper respiratory infection,4.1,Kids 5-17,5,17,FALSE
17-05-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
17-05-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
17-05-2025,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
17-05-2025,Acute upper respiratory infection,2.1,Overall,,,TRUE
24-05-2025,Acute upper respiratory infection,13.2,Infants 0-1,0,1,FALSE
24-05-2025,Acute upper respiratory infection,9.2,Kids 2-4,2,4,FALSE
24-05-2025,Acute upper respiratory infection,4,Kids 5-17,5,17,FALSE
24-05-2025,Acute upper respiratory infection,1.4,Adults 18-49,18,49,FALSE
24-05-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
24-05-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
24-05-2025,Acute upper respiratory infection,2,Overall,,,TRUE
31-05-2025,Acute upper respiratory infection,13.3,Infants 0-1,0,1,FALSE
31-05-2025,Acute upper respiratory infection,9.1,Kids 2-4,2,4,FALSE
31-05-2025,Acute upper respiratory infection,3.6,Kids 5-17,5,17,FALSE
31-05-2025,Acute upper respiratory infection,1.5,Adults 18-49,18,49,FALSE
31-05-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
31-05-2025,Acute upper respiratory infection,0.7,Seniors 65+,65,,FALSE
31-05-2025,Acute upper respiratory infection,2,Overall,,,TRUE
07-06-2025,Acute upper respiratory infection,12.3,Infants 0-1,0,1,FALSE
07-06-2025,Acute upper respiratory infection,7.9,Kids 2-4,2,4,FALSE
07-06-2025,Acute upper respiratory infection,2.9,Kids 5-17,5,17,FALSE
07-06-2025,Acute upper respiratory infection,1.4,Adults 18-49,18,49,FALSE
07-06-2025,Acute upper respiratory infection,0.9,Adults 50-64,50,64,FALSE
07-06-2025,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
07-06-2025,Acute upper respiratory infection,1.8,Overall,,,TRUE
14-06-2025,Acute upper respiratory infection,11.3,Infants 0-1,0,1,FALSE
14-06-2025,Acute upper respiratory infection,7,Kids 2-4,2,4,FALSE
14-06-2025,Acute upper respiratory infection,2.4,Kids 5-17,5,17,FALSE
14-06-2025,Acute upper respiratory infection,1.2,Adults 18-49,18,49,FALSE
14-06-2025,Acute upper respiratory infection,0.8,Adults 50-64,50,64,FALSE
26-07-2025,Tonsillitis,0.2,Adults 18-49,18,49,FALSE
14-06-2025,Acute upper respiratory infection,0.6,Seniors 65+,65,,FALSE
14-06-2025,Acute upper respiratory infection,1.5,Overall,,,TRUE
21-06-2025,Acute upper respiratory infection,10.4,Infants 0-1,0,1,FALSE
21-06-2025,Acute upper respiratory infection,6.2,Kids 2-4,2,4,FALSE
21-06-2025,Acute upper respiratory infection,2,Kids 5-17,5,17,FALSE
21-06-2025,Acute upper respiratory infection,1.1,Adults 18-49,18,49,FALSE
21-06-2025,Acute upper respiratory infection,0.7,Adults 50-64,50,64,FALSE
